电影ID   评分      年      月      日
35314833	5	2021	1	6
35314833	5	2021	1	8
35314833	5	2021	3	1
35314833	5	2021	1	9
35314833	5	2021	1	18
35314833	5	2021	2	7
35314833	5	2021	1	6
35314833	4	2021	1	10
35314833	5	2022	1	3
35314833	5	2021	1	6
35314833	5	2022	1	12
35314833	4	2021	12	31
35314833	5	2021	3	6
35314833	5	2021	11	18
35314833	5	2021	1	9
35314833	5	2021	2	9
35314833	5	2021	1	9
35314833	5	2021	5	30
35314833	5	2021	1	21
35314833	5	2021	4	27
35314833	5	2021	1	24
35314833	5	2021	5	27
35314833	5	2022	1	11
35314833	5	2021	2	19
35314833	5	2021	1	19
35314833	5	2021	5	8
35314833	5	2021	1	6
35314833	5	2021	4	1
35314833	5	2021	3	1
35314833	5	2021	2	16
35314833	5	2021	12	2
35314833	5	2021	3	12
35314833	5	2021	6	26
35314833	5	2021	1	10
35304746	4	2021	1	9
35314833	5	2021	2	11
35304746	5	2021	1	1
35314833	5	2021	1	10
35314833	0	2021	2	17
35304746	5	2021	1	1
35304746	5	2021	1	1
35314833	5	2021	1	10
35314833	5	2021	7	7
35267221	5	2021	1	3
35304746	5	2021	1	5
35304746	4	2021	1	1
35314833	5	2021	2	22
35314833	5	2021	7	30
35267221	5	2021	1	4
35267221	4	2021	1	9
35304746	5	2021	1	1
35304746	5	2021	1	1
35314833	5	2021	1	24
35314833	5	2021	2	5
35267221	4	2021	1	2
35267221	4	2021	2	15
35304746	5	2021	1	1
35304746	5	2021	1	1
35314833	5	2021	1	9
35314833	5	2021	1	7
35211476	4	2020	11	22
35267221	4	2021	8	14
35267221	5	2021	1	9
35304746	4	2022	1	11
35304746	5	2021	1	1
35314833	5	2021	1	9
35314833	5	2021	1	22
34969506	5	2022	1	28
35211476	5	2021	10	1
35211476	3	2020	9	28
35267221	5	2021	1	3
35267221	5	2021	2	14
35304746	5	2020	12	31
35304746	5	2021	5	17
35314833	5	2021	1	6
35240586	4	2020	12	31
34969506	5	2022	1	17
34969506	0	2022	1	24
35211476	5	2021	12	28
35211476	5	2021	7	7
35267221	5	2021	1	9
35267221	0	2021	1	10
35304746	5	2021	6	6
35304746	5	2020	12	31
35314833	2	2021	10	18
35314833	5	2021	1	18
35240586	4	2021	1	1
34969506	5	2022	1	26
34969506	4	2022	2	11
35211476	5	2021	6	30
35211476	4	2020	11	21
35267221	5	2021	1	3
35267221	4	2021	1	5
35304746	0	2020	12	31
35304746	5	2021	5	27
35314833	5	2021	2	26
35240586	5	2021	1	1
35240586	4	2020	12	31
34969506	5	2022	2	13
34969506	5	2022	2	11
35211476	4	2020	11	26
35211476	3	2021	5	8
35267221	4	2021	1	10
35267221	5	2021	1	15
35304746	5	2022	1	3
35304746	4	2022	1	2
35314833	5	2021	2	17
35314833	5	2021	4	6
35240586	4	2020	12	31
35240586	5	2021	1	1
34969506	5	2022	2	3
34969506	2	2020	9	9
35211476	3	2021	11	3
35211476	4	2022	1	15
35267221	4	2022	2	3
35267221	4	2021	6	4
35304746	5	2021	1	10
35314833	5	2021	1	6
35314833	5	2021	12	31
35240586	5	2020	12	31
34969506	5	2020	9	6
34969506	3	2020	9	13
35211476	4	2021	5	19
35211476	5	2020	11	29
35267221	5	2022	1	15
35267221	5	2021	3	24
35304746	5	2021	1	1
35304746	3	2021	1	1
35240586	5	2021	1	2
35314833	5	2021	1	6
35314833	1	2021	4	18
35240586	5	2020	12	31
35240586	4	2020	12	31
34969506	3	2022	1	31
34969506	4	2022	1	13
35211476	4	2021	7	7
35211476	5	2021	1	4
35267221	5	2021	12	20
35267221	5	2021	1	7
35304746	4	2021	1	1
35304746	2	2021	1	1
35240586	4	2021	1	23
35240586	4	2021	1	15
35314833	0	2021	1	9
35240586	4	2021	1	1
34969506	5	2022	1	28
34969506	5	2022	2	8
35211476	4	2021	7	3
35267221	4	2021	1	11
35267221	3	2021	1	3
35304746	5	2021	1	1
35304746	3	2021	1	1
35240586	4	2021	1	6
35240586	5	2021	1	7
35314833	5	2021	1	6
35314833	5	2021	1	16
35240586	4	2021	3	1
34969506	5	2022	1	30
34969506	5	2022	1	20
35211476	0	2020	11	23
35211476	5	2021	10	1
35267221	5	2021	1	6
35304746	5	2021	1	1
35240586	4	2020	12	31
35240586	0	2021	1	3
35314833	5	2021	2	17
35314833	5	2021	1	11
35240586	4	2021	1	1
35240586	4	2021	1	1
34969506	5	2022	1	30
35211476	4	2020	11	23
35211476	5	2021	7	6
35267221	4	2021	1	10
35267221	5	2021	1	3
35304746	0	2021	1	1
35304746	0	2021	1	8
35240586	3	2021	1	2
35240586	4	2021	1	1
35314833	5	2021	1	6
35240586	4	2021	1	1
35240586	4	2021	1	14
34969506	4	2021	12	17
34969506	3	2020	9	30
35211476	0	2021	7	7
35211476	5	2022	1	12
35267221	4	2021	5	2
35267221	4	2021	1	22
35304746	4	2021	1	1
35304746	3	2021	1	2
35240586	5	2021	1	6
35240586	4	2021	1	2
35314833	5	2021	1	9
35314833	5	2021	4	10
35240586	3	2020	12	31
35240586	4	2021	1	1
34969506	4	2020	9	12
35211476	5	2021	6	30
35211476	3	2021	7	7
35267221	5	2021	2	6
35267221	5	2021	1	3
