dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,443


time:,03:17:51
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,502


time:,03:17:51
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,443


time:,03:17:51
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,506


time:,03:17:51
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,434


time:,03:17:51
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:17:52
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,177


time:,03:17:53
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,81


time:,03:17:53
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,89


time:,03:17:53
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:17:53
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,201


time:,03:17:53
src_mac:,ec:2e:98:de:b1:23
dest_mac:,01:00:5e:00:00:fb
src_ip:,c0:a8:1f:cc
dest_ip:,e0:00:00:fb
len:,119


time:,03:17:54
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:17:54
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,201


time:,03:17:55
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:17:55
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,201


time:,03:17:56
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:17:56
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,201


time:,03:17:57
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,521


time:,03:17:57
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,105


time:,03:17:57
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:17:57
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,201


time:,03:17:58
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:17:58
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,177


time:,03:17:59
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:17:59
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,201


time:,03:18:00
src_mac:,ec:2e:98:de:b1:23
dest_mac:,01:00:5e:00:00:fb
src_ip:,c0:a8:1f:cc
dest_ip:,e0:00:00:fb
len:,119


time:,03:18:00
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:18:00
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,201


time:,03:18:01
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:18:01
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,201


time:,03:18:02
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:18:02
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,201


time:,03:18:04
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:18:04
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,177


time:,03:18:05
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:18:05
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,201


time:,03:18:06
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:18:06
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,201


time:,03:18:06
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,129


time:,03:18:07
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:18:07
src_mac:,ec:2e:98:de:b1:23
dest_mac:,01:00:5e:00:00:fb
src_ip:,c0:a8:1f:cc
dest_ip:,e0:00:00:fb
len:,119


time:,03:18:07
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,201


time:,03:18:08
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:18:08
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,201


time:,03:18:08
src_mac:,ec:2e:98:de:b1:23
dest_mac:,01:00:5e:7f:ff:fa
src_ip:,c0:a8:1f:cc
dest_ip:,ef:ff:ff:fa
len:,217


time:,03:18:09
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:18:09
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,201


time:,03:21:03
src_mac:,ec:2e:98:de:b1:23
dest_mac:,01:00:5e:00:00:fb
src_ip:,c0:a8:1f:cc
dest_ip:,e0:00:00:fb
len:,119


time:,03:21:03
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:21:03
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,201


time:,03:21:04
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:21:04
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,201


time:,03:21:05
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:21:05
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,201


time:,03:21:05
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,129


time:,03:21:06
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:21:06
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,201


time:,03:21:07
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:21:07
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,177


time:,03:21:08
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,c0:a8:1f:01
len:,80


time:,03:21:08
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,c0:a8:1f:cc
len:,112


time:,03:21:08
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,c0:a8:1f:01
len:,44


time:,03:21:08
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,c0:a8:1f:cc
len:,54


time:,03:21:08
src_mac:,ec:2e:98:de:b1:23
dest_mac:,01:00:5e:7f:ff:fa
src_ip:,c0:a8:1f:cc
dest_ip:,ef:ff:ff:fa
len:,136


time:,03:21:08
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,c0:a8:1f:cc
len:,403


time:,03:21:08
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,c0:a8:1f:cc
len:,403


time:,03:21:08
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,c0:a8:1f:cc
len:,403


time:,03:21:08
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,c0:a8:1f:cc
len:,458


time:,03:21:08
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,c0:a8:1f:cc
len:,458


time:,03:21:08
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,c0:a8:1f:cc
len:,474


time:,03:21:08
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,c0:a8:1f:cc
len:,456


time:,03:21:08
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,c0:a8:1f:cc
len:,442


time:,03:21:08
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,c0:a8:1f:cc
len:,462


time:,03:21:08
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,c0:a8:1f:cc
len:,466


time:,03:21:08
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,c0:a8:1f:cc
len:,394


time:,03:21:08
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:21:08
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,177


time:,03:21:09
src_mac:,ec:2e:98:de:b1:23
dest_mac:,5c:02:14:d1:c2:3e
src_ip:,c0:a8:1f:cc
dest_ip:,78:e9:14:c9
len:,121


time:,03:21:10
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,177


time:,03:21:10
src_mac:,ec:2e:98:de:b1:23
dest_mac:,01:00:5e:00:00:fb
src_ip:,c0:a8:1f:cc
dest_ip:,e0:00:00:fb
len:,119


time:,03:22:20
src_mac:,ec:2e:98:de:b1:23
dest_mac:,01:00:5e:00:00:fb
src_ip:,c0:a8:1f:cc
dest_ip:,e0:00:00:fb
len:,119


time:,03:22:21
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,434


time:,03:22:21
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,506


time:,03:22:21
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,443


time:,03:22:21
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,502


time:,03:22:21
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,443


time:,03:22:21
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,482


time:,03:22:21
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,443


time:,03:22:21
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,496


time:,03:22:21
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,514


time:,03:22:21
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,498


time:,03:22:21
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,498


time:,03:22:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,498


time:,03:22:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,498


time:,03:22:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,514


time:,03:22:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,496


time:,03:22:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,443


time:,03:22:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,482


time:,03:22:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,443


time:,03:22:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,502


time:,03:22:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,443


time:,03:22:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,506


time:,03:22:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,434


time:,03:22:23
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,129


time:,03:22:27
src_mac:,ec:2e:98:de:b1:23
dest_mac:,01:00:5e:00:00:fb
src_ip:,c0:a8:1f:cc
dest_ip:,e0:00:00:fb
len:,119


time:,03:22:29
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,129


time:,03:22:31
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,78:e9:14:c9
dest_ip:,c0:a8:1f:cc
len:,129


time:,03:24:20
src_mac:,ec:2e:98:de:b1:23
dest_mac:,01:00:5e:00:00:fb
src_ip:,c0:a8:1f:cc
dest_ip:,e0:00:00:fb
len:,119


time:,03:24:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,434


time:,03:24:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,506


time:,03:24:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,443


time:,03:24:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,502


time:,03:24:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,443


time:,03:24:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,482


time:,03:24:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,443


time:,03:24:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,496


time:,03:24:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,514


time:,03:24:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,498


time:,03:24:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,498


time:,03:24:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,498


time:,03:24:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,498


time:,03:24:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,514


time:,03:24:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,496


time:,03:24:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
src_ip:,c0:a8:1f:01
dest_ip:,ef:ff:ff:fa
len:,443


time:,03:24:22
src_mac:,5c:02:14:d1:c2:3e
dest_mac:,ec:2e:98:de:b1:23
